
107,18.2,4.5,1.46,0.11
127,15.9,12.8,1.01,0.16
235,16.7,18.7,1.21,0.07
132,19.4,26.8,0.95,0.06
197,20.5,9.2,1.1,0.08
310,34.1,14.9,0.72,0.07
141,23.2,9.8,0.85,0.06
117,27.7,15.5,1.01,0.07
109,29.2,19,1,0.07
149,20.8,12.2,1.19,0.09
226,7.82,5.53,2.42,0.05
69,12.5,14.9,0.71,0.09
76,17.5,8.71,0.83,0.07
117,18.3,11.1,0.74,0.04
130,24.3,12.1,0.85,0.04
106,30.9,12.8,0.62,0.03
114,42,16.5,0.66,0.06
121,45.9,11.5,0.59,0.04
136,48.4,14,0.61,0.03
119,57.9,17.6,0.62,0.03
139,67.1,17.1,0.53,0.07
131,88.8,23.1,0.55,0.03
117,94.4,14.5,0.54,0.06
166,109,19.6,0.51,0.05
231,1.97,0.38,3.26,0.03
1157.7,3.5,24.7,4.53,6.69
728.2,2.3,10.3,4.28,6.85
408.2,1,9.6,1.95,8.69
961.9,3.1,10.7,3.33,3.81
895.9,2.3,2.9,4.17,8.14
504,1.4,2.4,2.28,4.23
735.2,3.1,8.8,3.27,7.18
269.2,0.7,2.8,1.83,3.69
135.1,0.7,4.5,1.93,0.26
631.1,1.9,30.9,2.1,0.36
836.9,2,43.8,5.41,0.04
192.8,0.9,8.9,3.38,0.09
333.9,0.6,17.6,1.73,0.03
92.3,0.5,4.1,2.58,0.02
102.5,0.5,3.6,2.43,0.04
103.4,0.6,3.5,2.31,0.07
475.7,2,22.7,5.71,0.16
106.6,0.8,4.3,2.01,0.14
806,3.7,40.9,4.84,0.08
106.8,0.2,5.3,1.54,0.03
131,0.2,8.9,2.5,0.36
130.4,0.5,9,3.76,0.1
56.4,0.5,3.4,1.7,0.08
20,0.1,0.8,0.37,0.02
119.4,0.7,8.4,2.54,0.02
299,1.4,18.2,3.37,0.12
27,0.4,1.1,1.42,0.21
116.9,0.2,8.8,0.86,0.02
510.8,0.9,30,3.31,0.03
81.7,0.3,3,1.26,0.08
387.7,1.5,15.6,2.2,0.38
365.8,1.1,13.8,4.07,0.21
224.9,0.6,12.6,3.06,0.02
42.7,0.4,1.8,1.74,0.02
115.8,0.4,4.6,1.55,0.15
662.9,1.2,40.7,5.47,0.37
738.7,1.8,50.9,4.77,0.52
646,1.5,42.8,4.11,0.12
680.8,1.4,35.3,4.48,0.62
11.2,0.1,0.1,1.34,0.02
1223.8,3.5,71.2,5.9,0.05
33.4,0.2,1.2,1.12,0.12
446.9,1.5,27.5,3.47,0.14
663.9,1.7,39.5,4.38,0.06
1029,2.8,65.6,5.54,0.05
802.8,1.8,45.6,3.9,0.2
588.6,0.9,34.3,6.34,0.11
35.3,0.1,0.9,1.6,0.08
1904.6,0.6,67.6,1.3,0.14
1912.1,0.8,63.7,1.24,0.03
1393,0.5,55.5,2.02,0.02
1979.1,1.3,65.5,1.1,0.06
1990.3,0.9,67.3,1.59,0.04
1978.9,0.8,68,1.45,0.33
2389.8,1.2,105.9,3.32,0.1
283,1.23,3.234,12.239,1.481
92.02,0.229,0.746,6.622,0.267
86.867,0.192,2.074,7.19,0.063
81.7,0.139,0.879,8.92,0.123
3027,1.185,3.809,10.554,9.573
3054,2.479,10.016,14.717,8.316
3315,3.563,11.957,15.661,3.811
2132,0.615,22.469,17.025,2.348
2279,0.656,23.275,21.605,1.351
2470,1.097,24.025,35.855,1.041
3380,0.88,10.779,10.436,16.19
3209,1.063,1.106,9.466,8.135
2524,1.051,8.368,11.243,5.283
2974,0.68,8.061,12.149,33.619
3237,0.673,3.323,10.753,16.508
126,0.123,0.129,6.388,2.091
418,0.228,6.674,8.425,3.006
98.706,0.328,0.252,5.204,0.952
65.994,2.948,0.227,4.962,1.401
132,0.241,0.748,5.594,2.817
96.347,0.476,0.235,8.189,0.547
54.629,0.441,0.066,5.163,1.138
24.52,0.124,0.054,6.098,1.057
55.573,0.209,0.097,6.499,0.712
18.392,0.173,0.04,5.823,0.44
88.626,0.178,0.416,8.484,0.461
67.673,0.266,0.148,6.319,0.142
126,0.674,2.761,10.978,0.196
195,0.277,3.391,8.839,0.884
33.649,0.128,0.243,5.195,0.737
2005,0.87,28.467,13.783,4.01
3291,2.394,7.321,10.925,13.011
126,0.83,4.432,3.244,3.696
2486,4.74,2.744,9.658,12.465
1793,2.232,17.984,9.14,6.787
186,0.567,2.984,10.358,0.402
68.289,0.369,0.047,5.32,1.126
75.985,0.188,0.047,5.592,1.24
112,0.784,0.039,5.507,2.807
81.108,0.76,0.038,5.818,2.042
120,0.831,0.043,4.462,1.262
66.378,0.923,0.085,5.455,2.061
122,0.706,0.105,6.683,2.138
111,0.536,0.248,6.03,5.815
19.597,0.096,0.042,5.535,1.622
21.038,0.102,0.037,5.935,0.643
70.568,0.107,0.069,7.11,0.874
93.473,0.425,0.486,6.304,1.858
68.719,0.238,0.165,8.673,0.709
87.797,2.738,0.118,7.823,2.544
147,6.421,0.057,5.799,1.873
37.187,8.94,0.059,5.467,0.964
106,0.318,3.236,12.276,0.468
37.177,0.249,0.073,6.568,0.518
143,0.401,1.483,10.342,0.476
76.288,0.294,0.413,7.98,0.456
74.214,3.668,0.751,8.249,0.262
92.01,0.264,2.57,8.675,0.195
93.858,0.309,1.786,8.24,0.075
77.882,3.353,0.471,7.436,0.568
28.028,0.222,0.05,5.442,0.272
2316,0.78,3.5,10.792,6.445
2841,0.747,2.899,9.901,14.134
30.357,0.094,0.234,6.225,0.659
322.1089721,0.394444107,8.30750407,5.552371512,0.870213812
204.4415904,0.090744691,2.177957945,4.813755698,0.598122566
45.78559604,0.087307348,0.122787752,2.633690909,0.326448937
41.23400125,0.083934658,0.045223644,2.53291765,0.407654932
73.37268947,0.077929081,0.294770702,2.62727988,0.602103124
321.5523,0.107803023,3.049972837,3.223666699,0.41140808
108.2691926,0.101407844,0.763344852,2.839127629,0.324224392
50.06729011,0.028216189,0.045432562,3.063827538,0.192545211
380.0112858,0.213604829,4.725566034,6.189211091,1.558590376
120.683857,0.099192405,1.606155715,4.376958838,0.58811838
277.4650473,0.043932913,6.577112127,4.250834773,0.961189189
323.8864807,0.039695563,8.277873505,3.838585077,1.265478596
408.528457,0.044449212,10.35662236,5.218853248,1.769629747
228.5643543,0.027741876,5.411315007,4.288770152,0.639601621
561.4835996,0.161893393,12.11345822,3.671462555,1.627861312
547.3271819,0.034633537,12.14058282,3.754898304,1.443614182
347.9557302,0.19499974,5.697554431,2.78318133,0.825525424
360.6538421,0.148589796,5.621859873,1.698338644,1.923970948
145.5519101,0.112596162,0.930719254,1.95333032,0.349757741
95.41529013,0.069536025,0.12480223,1.567143291,0.196303689
124.3975848,0.087945114,0.586354484,2.270169922,0.800805333
283.9086002,0.095825307,7.676089887,2.929689748,0.426720928
203.2395807,0.011014604,1.070485199,1.100893821,0.194682445
292.7975785,0.067154021,6.068608347,2.492910969,0.891397821
83.70175376,0.092373553,0.168101772,2.193276493,0.03655693
52.86121465,0.077335067,0.559271145,1.042526643,0.074660988
94.43165198,0.037273306,1.448113342,2.973592401,0.045055565
136.1505294,0.11771436,0.538926485,3.866538384,0.053614219
102.6472602,0.096369007,1.136382804,2.902850502,0.126390967
1012.419179,0.75443293,25.0885812,11.97996956,2.065867703
561.6532179,0.281004582,13.41339331,9.952030042,1.442413933
1422.593136,0.257253741,36.32818273,7.945750719,1.729530327
1341.128961,0.5746393,28.85322726,10.93492681,5.176598109
1952.581436,0.253179531,83.98060044,7.642332545,1.787122774
1382.753263,0.145084284,51.91875219,7.173824371,2.03035372
1391.593994,0.251590255,52.54870294,6.65868083,3.616366149
885.4205893,0.413906741,26.09271587,5.320110749,1.189495497
845.8235109,0.227103339,28.66472509,6.06827458,2.630381702
950.3481644,0.206540185,25.35372255,5.932361365,3.497583459
845.1911149,0.123057185,18.32683253,6.123802714,2.968255421
2017.770374,0.012815849,93.52699648,3.716740315,2.275762159
385.1411739,0.24225548,12.58405324,4.904648143,0.079754857
576.9100891,0.281551888,15.14412909,5.50961503,0.244603353
594.6646161,0.501335121,16.18925197,7.47514906,0.249371084
741.4402068,0.277078862,41.2168268,4.1684802,0.019245102
715.0492368,0.27904879,29.41566637,3.624090021,0.150205736
609.7718025,0.498592193,19.18230873,6.882165605,0.094599308
636.8463274,0.530051691,18.65067169,7.200294478,0.22002177
789.3528961,0.208715367,26.52800534,3.560985759,0.058643939
700.8180376,0.482319096,22.0098415,7.355031487,0.092445063
636.8594122,0.393822716,18.10179549,6.169362085,0.120858487
605.1004924,0.145187363,26.73702972,4.892844728,0.279164519
784.5101795,0.460931758,22.87332771,7.391044734,0.29976451
507.0199021,0.184159811,21.77031623,2.378173177,0.389732768
504.7477498,0.360827127,17.29386908,2.944939588,0.080920189
688.8099489,0.511779381,24.65118181,7.835649717,0.081061556
595.976775,0.400247873,20.36305311,10.55249666,0.344677273
630.4832193,0.228875234,30.2389078,4.510150835,0.046671453
763.7493728,0.180948435,32.82786749,3.058704089,0.007493881
340.1524204,0.196599429,10.17929982,1.775150434,0.08254559
637.9366432,0.164304496,22.71099291,3.005716984,0.416200312
735.9034528,0.145642987,28.78125325,2.953036208,1.321219944
715.814744,0.510121055,16.04913135,4.877284211,0.504416988
524.0991083,0.11346215,16.81355063,4.698393395,1.100764301
2098.840505,0.414530496,93.23960572,4.439166642,1.458239021
1414.181274,0.299556675,70.6896656,2.904149383,0.041401095
1362.308535,0.403869197,52.10568103,3.14003495,0.035765139
1542.958437,0.932975955,40.6581448,4.314710637,0.162316283
1626.107494,0.348466706,50.18351602,7.60521139,0.478513935
1738.279828,0.963599167,48.65438585,9.319251494,0.029959966
1621.849038,0.723246114,46.48206504,10.05216443,0.033472073
1785.00244,0.413177989,48.36504506,11.76385048,0.1065077
1890.983952,0.491566534,33.25612029,10.96158299,0.085351323
2547.242077,0.842825425,79.71372041,7.658115241,0.222718654
1751.183414,0.603700491,64.56410104,10.54360453,0.125885519
1538.750876,0.350284183,58.06065228,9.483909333,0.31055221
1672.189916,0.739543743,74.29598418,7.378898231,0.00346886
1996.626309,0.881080635,98.25218615,3.820843846,0.012549293
1644.631419,0.768309253,83.49289695,3.947853135,0.00127116
1778.747518,0.844892892,87.89274584,3.476454747,0.455549408
887.5537874,0.42019054,36.07378067,2.106950773,0.314991327
1002.865835,0.553037839,39.02419339,2.838952056,0.049929563
1028.298674,0.678839181,33.01528834,3.305103155,0.059065486
1002.465892,1.017430344,29.86726372,4.10709803,0.043774649
1081.840609,0.768353664,30.38312234,3.558399643,0.123405269
1042.278399,0.63701674,29.84138355,3.376730683,0.015834711
883.6446048,0.294249262,31.50898058,2.131654885,0.055409358
840.6951254,0.366793392,24.64910619,2.17493935,0.009728668
895.1961024,0.442239575,35.72188143,2.466732695,0.022401733
920.2431317,0.53251604,28.80132902,2.868599418,0.023697541
821.343704,0.35565258,31.29189906,1.789586948,0.063945297
402.5291182,0.106899915,14.09634837,0.997231389,0.154480354
1224.261896,1.533187086,28.25427987,3.011348138,0.043807713
872.5956157,0.432931154,25.70262152,2.788672869,0.001492286
929.9504612,0.88672897,22.33179366,3.332980491,0.000671697
932.2083136,0.7358689,21.40395394,3.670288825,0.002424504
886.7519223,0.421675927,31.70355376,2.853949795,0.008946565
803.6441146,0.78811079,24.97261562,4.182935591,0.004155
790.9945253,0.703944274,14.46724569,3.888068481,0.016997714
723.0224687,0.792752739,11.59991811,4.038739528,0.01996666
991.0141687,0.493384001,24.877609,2.750826438,0.003028029
1098.639887,1.058688867,26.66437176,3.582127014,0.016677282
720.8289332,0.231882057,42.14718888,2.066364949,0.001989619
733.2403629,0.479921518,38.43256001,3.164980326,0.000780557
730.4589233,0.681704994,36.97495468,3.57036403,0.010311514
1110.121206,0.928893264,59.99459738,3.125821099,0.006419117
793.8592776,0.345568559,27.59954599,2.052924766,0.012196138
658.7007396,0.591492386,20.34303653,3.072299038,0.005474415
2577.358912,0.136504295,51.15871157,3.638665639,0.11558831
2744.73909,0.204568119,41.21436266,1.86981827,0.004211933
2331.542301,0.267888161,71.24434685,8.478314474,0.005485153
2449.517151,0.617472167,91.94652666,11.68519061,0.016698583
2419.931753,0.506673114,96.61636885,11.99106223,0.020231773
2411.591045,0.550410587,92.89874269,12.5993187,0.018945632
2339.940841,0.606773828,89.61760635,12.05605611,0.011680899
2495.644797,0.756406603,84.57649434,9.755143479,0.026466736
2342.484083,0.864659629,75.82283418,10.36690596,0.034861701
2096.337936,0.762560012,62.21146974,12.2333653,0.481963467
3105.098543,0.053317374,42.31089491,0.790418499,0.002338915
2699.687366,0.095903463,109.3040224,1.686615034,0.005197402
2574.270718,0.071706044,124.9896058,6.278502122,0.01207749
2177.32127,0.421445069,82.12378536,10.34940585,0.025311099
2375.898105,0.683063708,103.1100941,10.07513678,0.031632618
2417.980211,0.667001091,96.92417403,9.633037137,0.028591518
2315.875483,0.126222986,62.54802602,4.775281357,0.004382369
2425.395725,0.08864655,33.13519271,2.546432732,0.037220544
2909.378104,0.005279828,36.17508592,1.85274106,0.015319418
118.2503,40.58,0.23,1.305,0.1128
175.6265,39.81,0.16,1.407,0.1028
158.28,43.91,0.318,1.11,0.0382
86.3892,35.45,0.341,1.39,0.0788
96.0768,36.29,0.303,1.43,0.067
120.951,37.14,0.42,1.043,0.0293
81.864,31.4,0.559,1.21,0.082
100.7208,35.05,0.386,1.33,0.162
61.992,31.85,0.176,1.66,0.0672
83.3544,40.1,0.117,1.53,0.0367
61.7652,38.19,0.167,1.36,0.0341
91.8864,37.87,0.185,1.501,0.0461
69.61,45.61,0.132,2.92,0.038
67.59,33.7,0.1,2.84,1.402
85.8,26.75,0.173,1.69,0.0586
53.08,33.74,0.088,1.59,0.0211
60.91,30.56,0.202,1.96,0.501
71.85,52.68,0.212,1.04,0.0505
77.11,88.52,0.102,1.36,0.16
129.13,88.66,0.29,2.08,0.473
117.86,64.45,0.322,1.07,0.057
99.16,42.6,0.214,1.29,0.199
69.94,38.8,0.529,1.69,0.0312
88.3728,56.14,0.662,2.11,0.641
92.8583,38.71,0.586,1.71,1.096
98.1654,48.77,0.77,1.51,0.255
99.1914,37.63,0.699,1.84,1.014
87.8074,37.79,0.757,1.54,0.976
70.11,37.11,0.771,1.95,0.252
65.6754,46.38,0.841,1.496,0.19
73.4388,45.08,0.783,1.275,0.288
98.8038,24.37,0.799,1,0.427
85.0098,33.86,1.002,1.92,0.171
60.9444,36.65,0.461,1.573,0.321
78.9678,38.08,0.986,1.35,0.36
86.0397,34.58,1.08,1.89,1.239
67.0092,34.89,1.56,1.04,0.127
80.1306,34.75,1.58,0.847,0.0424
81.9318,54.74,0.105,1.36,0.176
104.253,42.07,0.594,1.244,0.378
109.1436,58.09,0.134,1.34,0.209
73.5186,24.98,0.106,1.39,0.137
56.6238,30.16,0.135,1.2,0.089
74.4876,47.56,0.072,1.122,0.0878
60.249,49,0.128,0.82,0.417
101.949,34.75,0.157,1.66,0.349
84.0864,25.31,0.104,1.219,0.277
91.2228,25.35,0.3,1.55,0.124
117.534,54.95,0.099,0.988,0.265
73.587,27.39,0.14,0.91,0.0225
108.88,54.07,0.191,1.47,0.381
91.95,61.93,0.55,1.64,0.077
119.51,78.97,0.222,1.63,0.139
126.11,38.14,0.356,1.32,0.08
155.63,40.71,0.128,1.33,0.096
144.66,57.34,0.389,1.23,0.131
80.26,54.19,0.289,1.48,0.126
66.23,42.25,0.182,1.14,0.0409
79.82,51.45,0.157,1.24,0.096
170.18,38.79,0.21,2.92,0.034
89.2,41.19,0.63,1.46,0.201
129.34,40.47,0.267,2.18,0.503
80.95,30.94,0.125,1.18,0.0872
113.69,66.22,0.409,1.064,0.0268
79.3,52.39,0.237,1.56,0.0719
91.06,55.44,0.126,1.17,0.0268
